sentence,hate,category
ফেরাঊন আবু জাহেল নিয়েও সমালোচনা বড়,0,entertainment
মহিলার স্বামীর কেমন প্রতিক্রিয়া একটু জানাবেন,0,crime
খানকির পোলা নাস্তিক মরার ভালো হ,1,celebrity
আশরাফুল তুর মা বোনকে চুদার কাংকির পুত,1,sports
কুত্তে কা ধুম কাভী সী'ধে নাহী হোতাহে,1,celebrity
কুত্তার বাচ্চা ভন্ড ইহুদি বললে পাপ,1,religion
সবাই মাগি,1,politics
মিলটা আরো সুন্দর,0,entertainment
চাইলে ঘুরে আসতে,0,sports
পাগল পাগল দেখছি তাসকিন,1,sports
খানকির পুতরে বহিসকার কেনো সরকার,1,crime
মিন্নী কলেজ ফাকি প্রতিদিন নয়নের রোমে যেত মিন্নী বলছে নয়ন বিরক্ত করত আসলে মিন্নীকে রিমান্ডে নিলে খুনের রহস্য বের আসবে রিফাত ফরাজিকে এখনো বাচিয়ে,0,crime
সেরা অভিনেতা অবশ্যই মোশারফ করিম বাংলাদেশ,0,entertainment
দেশে বাস করছি এতো গুলো মেরেছে ওথচো সবাই হিজড়ার তাকিয়ে তাকিয়ে দেখেছে,1,crime
খানকিকে আবাসিক হোটেলে চাকরি,1,crime
বাপ্পী অপু মুভি চুদ লাম,1,"Meme, TikTok and others"
মাথায় ডেলে দিব,0,crime
হিন্দু মাগির কথায় যুক্তি মাগি বলদ,1,politics
আপনারা এরখম ফালতু মে বলবো,0,entertainment
প্রকাশ্সে ফাঁসি চাই,0,crime
বাংলা ছবি দেখলামভালো লাগছে,0,entertainment
পাপনের পদত্যাগ চাই একমত,0,sports
ওটা কুত্তার বাচ্চাছি ছি ছি,1,"Meme, TikTok and others"
বাগদাদের ফুটে যাবি শুয়োরের বাচ্চা মুসলমানরা,1,"Meme, TikTok and others"
সালার ফুত কিদেখাছ,1,"Meme, TikTok and others"
সেৱা বাংলাদেশ টিমেৱ মাশৱাফি সাকিব,0,sports
প্রশ্নগুলার রং ছিলো নাহ,0,entertainment
তুর মাগি পাও,1,"Meme, TikTok and others"
কুত্তার বাচাচা,1,religion
তামিল তেলেগু মুভির কপি,0,entertainment
সুন্দর লাকছে,0,entertainment
ভন্ড হুজুর দের ভিডিও বানান ভালো আলেম দের ভিডিও বানান আপনাকে তিন বললাম কানে,0,religion
আপনে কুরআন দুনিয়র আবিশকার হুম,0,religion
পা পুন্দাকে চুদি,1,sports
শালা সমাজে মুখ দেখাবে কিকরে গলায় দড়ি দিতেই,1,"Meme, TikTok and others"
জাতীয় দ‌লের প্লেয়ার হ‌য়ে এধর‌ণের পাগলা‌মি মানায় হাস্যকর,0,sports
ফাইটিং নিরবতা পালন স্ত্রী আস্তে আস্তে পুরোটা হিটে রক্তাক্ত জখম মৃত্যু অতি স্ত্রী স্বামী বাঁচানোর বিষয় টা অদ্ভুত,0,crime
হালার পুতেরা স্যার স্যার চোদাস যাইয়া শালার গালের জুতা মার,1,crime
হারামির ফাসি,1,"Meme, TikTok and others"
রুবেলের মেয়ের দোষ কম,1,sports
সানাই লাখ টাকা খরচ ভুল করছো দেখো টাকা চেয়েও এগিয়ে মাগি কুত্তা চুদে,1,"Meme, TikTok and others"
