sentence,hate,category
আসলে দোষ টা এদের না !! দোষটা হলো কিসু ফালতু ? কনডম কোম্পানির যারা অধিক মুনাফা লাভ করার জন্যে নিন্মমানের প্লাস্টিক ব্যবহার করে যার কারণে কন্ডোমের মাথা অধিক তাপে নরম হইয়া ফুটা হয় যার ফলে পৃথিবীর বুকে আসে এদের মতো কিসু ? আব াল,1,entertainment
এখানে মিন্নি ও জড়িত। ওর স্বামীকে ধরে নিয়ে যাচ্ছে আর ও কত সুন্দর করে পিছন পিছন হাটছে।,0,crime
কোন কিছুই গোপন নেই। মানুষ সব দেখছে তুই জাহান্নামে যাবি মিথ্যা বলে পার পাবি না,0,crime
গজব দিবেন আল্লাহ,0,religion
এদের কে দলথেকে বাধ দেওয়া উচিত,0,sports
জন নাস্তিক কে একসাথে ধোলাই দিলেন আল্লামা মামুনুল হক,0,religion
অপু উকিল একটা মাগী!নির্লজ্জ মিথ্যাচার করার জন্যই এই চরিত্রহীন নারীটা টকশো তে আসে!,1,politics
ভুয়া নিউজ মিন্নী এখনো আটক হয়নি,0,crime
সব গুলো মিথ্যুক মাদার চুদ ওরা সবাই জানে ওখানে খারাপ কাজ হয় তার পরও এখানে আসে ওরাই তো দেশের পরিবেশটাকে নষ্ট করতেছে ধন্যবাদ আপনাকে ও রেবেের ভাইদেরকে,1,crime
নায়কাটার বয়স হয়ছে,0,entertainment
দুর বাল ভালো করে কথায় বলতে পারস না,1,sports
অপুর মুখে মুইত্তা দিলাম 👯,1,politics
নাস্তিক চ্যানেল নাস্তিক তুই শয়তান মাগি,1,"Meme, TikTok and others"
পাপন সাহেবের কাছে কোন সমস্যাই না মনে হয়। আপনি এবং আপনার শিসরা পদত্যক করেন এইটাই চায় কোটি মানুষের।,0,sports
ভন্ডামির সিমা ছারিয়ে যাচ্ছে এদের দূস্টান্তমুলক শাস্তি দেয়া উচিত,0,religion
